time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined]
1653401315367,-0.01,-0.04,0.11,-0.41,2.56,9.45,2.54,0.48,1.46
1653401315372,0,-0.02,0.08,-0.4,2.56,9.41,2.47,0.41,1.67
1653401315376,0.01,-0.02,0.05,-0.41,2.57,9.38,2.29,0.62,1.81
1653401315381,0.01,-0.03,0,-0.41,2.56,9.35,2.15,0.65,2.02
1653401315386,0.01,-0.03,-0.02,-0.38,2.56,9.32,1.94,0.83,1.74
1653401315391,0.04,-0.04,-0.06,-0.36,2.57,9.3,1.66,1.07,1.81
1653401315396,0.05,-0.03,-0.08,-0.35,2.59,9.29,1.45,1.14,1.53
1653401315401,0.07,-0.02,-0.08,-0.36,2.6,9.29,1.1,0.93,1.46
1653401315405,0.06,-0.01,-0.09,-0.39,2.61,9.33,1.1,0.62,1.18
1653401315410,0.04,0,-0.06,-0.42,2.6,9.31,0.93,0.37,1.25
1653401315414,0.01,0,-0.06,-0.41,2.6,9.3,1.03,0.02,0.97
1653401315420,0.01,-0.01,-0.08,-0.39,2.59,9.29,0.93,-0.05,0.97
1653401315425,0.04,0,-0.09,-0.4,2.6,9.29,0.93,-0.33,1
1653401315430,0.02,-0.01,-0.09,-0.42,2.57,9.3,1.14,-0.54,1.11
1653401315434,0,-0.02,-0.08,-0.43,2.57,9.29,1.03,-0.64,1.21
1653401315439,-0.01,-0.03,-0.08,-0.43,2.58,9.27,0.93,-0.85,1.25
1653401315443,-0.02,-0.02,-0.1,-0.43,2.59,9.26,0.72,-0.92,1.46
1653401315448,-0.01,-0.02,-0.11,-0.41,2.58,9.24,0.44,-0.71,1.81
1653401315453,0,-0.03,-0.13,-0.42,2.6,9.24,-0.05,-0.5,1.77
1653401315458,0,-0.01,-0.13,-0.42,2.57,9.24,-0.54,-0.29,1.81
1653401315463,0,-0.02,-0.13,-0.42,2.57,9.23,-1.1,0.09,1.81
1653401315468,0,-0.02,-0.13,-0.4,2.57,9.24,-1.59,0.16,1.84
1653401315472,0.01,-0.03,-0.13,-0.37,2.58,9.3,-2.19,0.72,1.7
1653401315477,0.02,-0.01,-0.09,-0.36,2.56,9.34,-2.64,1.18,1.56
1653401315482,0.06,-0.03,-0.04,-0.39,2.59,9.37,-2.82,1.42,1.56
1653401315487,0.04,-0.02,-0.01,-0.38,2.57,9.4,-2.78,1.77,1.46
1653401315491,0.03,-0.02,0.02,-0.37,2.55,9.47,-2.64,1.91,1.35
1653401315497,0.05,-0.04,0.08,-0.33,2.54,9.51,-2.01,1.81,1.07
1653401315501,0.09,-0.05,0.12,-0.3,2.53,9.58,-1.38,1.6,0.86
1653401315506,0.11,-0.05,0.18,-0.27,2.54,9.65,-0.4,1.18,0.76
1653401315511,0.14,-0.06,0.25,-0.27,2.54,9.68,0.96,0.86,0.23
1653401315516,0.14,-0.05,0.29,-0.31,2.55,9.69,1.8,0.86,0.2
1653401315521,0.13,-0.04,0.3,-0.32,2.6,9.65,3.03,0.62,-0.01
1653401315525,0.09,-0.02,0.29,-0.34,2.61,9.63,4.11,0.37,-0.05
1653401315530,0.09,0.02,0.25,-0.37,2.61,9.56,5.09,-0.15,0.13
1653401315535,0.06,0.01,0.2,-0.35,2.61,9.49,5.48,-0.54,0.34
1653401315540,0.06,0.01,0.13,-0.37,2.59,9.44,5.69,-0.89,0.41
1653401315545,0.05,-0.02,0.07,-0.38,2.62,9.36,5.44,-1.24,0.72
1653401315550,0.04,-0.01,0,-0.41,2.64,9.29,4.88,-1.31,0.83
1653401315554,0,0.01,-0.07,-0.4,2.64,9.23,4.29,-1.17,0.83
1653401315558,0,0.02,-0.14,-0.42,2.67,9.19,3.41,-0.99,1.04
1653401315563,0,0.04,-0.17,-0.42,2.67,9.17,2.57,-0.64,0.83
1653401315569,-0.02,0.04,-0.19,-0.4,2.68,9.16,1.8,-0.19,0.76
1653401315573,0,0.05,-0.21,-0.38,2.66,9.2,1.07,0.27,0.51
1653401315578,0.02,0.04,-0.19,-0.38,2.65,9.19,0.61,0.69,0.09
1653401315583,0.04,0.03,-0.17,-0.38,2.65,9.21,0.26,1,0.02
1653401315588,0.03,0.02,-0.16,-0.41,2.64,9.25,0.19,0.97,-0.43
1653401315593,0.03,0.01,-0.13,-0.42,2.65,9.25,0.16,0.83,-0.36
1653401315597,-0.01,0.02,-0.11,-0.43,2.63,9.27,-0.02,0.65,-0.43
1653401315602,-0.01,0.02,-0.11,-0.45,2.63,9.25,-0.02,0.48,-0.57
1653401315607,-0.03,0.01,-0.11,-0.46,2.63,9.24,-0.05,0.34,-0.57
1653401315612,-0.05,0,-0.12,-0.47,2.61,9.21,-0.19,0.13,-0.29
1653401315617,-0.06,-0.02,-0.14,-0.47,2.61,9.22,-0.26,-0.01,-0.19
1653401315621,-0.06,-0.02,-0.13,-0.46,2.61,9.21,-0.58,-0.12,0.3
1653401315627,-0.06,-0.01,-0.15,-0.46,2.59,9.21,-0.96,-0.33,0.51
1653401315631,-0.04,-0.03,-0.16,-0.45,2.59,9.21,-1.21,-0.19,0.69
1653401315636,-0.04,-0.04,-0.15,-0.43,2.58,9.23,-1.59,0.06,0.69
1653401315641,-0.02,-0.03,-0.13,-0.37,2.59,9.31,-1.59,0.65,0.58
1653401315645,0.03,-0.03,-0.07,-0.32,2.6,9.36,-1.45,1.21,0.2
1653401315650,0.09,-0.02,-0.02,-0.31,2.6,9.41,-1.38,1.63,-0.01
1653401315656,0.11,-0.02,0.04,-0.35,2.62,9.44,-1.14,1.84,-0.36
1653401315660,0.08,-0.01,0.07,-0.41,2.63,9.47,-1.03,1.88,-0.5
1653401315665,0.02,0.01,0.1,-0.4,2.65,9.47,-0.68,2.09,-0.47
1653401315669,0.02,0.03,0.11,-0.44,2.64,9.46,-0.33,1.95,-0.47
1653401315674,-0.01,0.03,0.1,-0.44,2.63,9.5,-0.19,1.67,-0.36
1653401315679,-0.01,0.02,0.12,-0.45,2.6,9.48,-0.05,1.11,-0.22
1653401315683,-0.02,0,0.12,-0.44,2.6,9.47,0.09,0.55,0.2
1653401315689,-0.02,-0.01,0.11,-0.43,2.6,9.47,0.19,0.23,0.27
1653401315693,0,-0.02,0.1,-0.42,2.56,9.46,0.19,-0.29,0.41
1653401315698,0.01,-0.04,0.1,-0.43,2.58,9.45,0.19,-0.64,0.37
1653401315703,0,-0.04,0.09,-0.44,2.58,9.44,-0.02,-0.92,0.27
1653401315708,-0.01,-0.03,0.07,-0.47,2.6,9.41,0.02,-0.82,0.23
1653401315713,-0.04,-0.03,0.06,-0.5,2.6,9.4,-0.16,-0.75,0.09
1653401315717,-0.06,-0.01,0.03,-0.5,2.6,9.37,-0.12,-0.64,0.16
1653401315723,-0.08,-0.01,0.01,-0.48,2.61,9.36,-0.16,-0.29,0.23
1653401315727,-0.06,0,-0.01,-0.45,2.57,9.34,-0.09,-0.15,0.27
1653401315732,-0.03,-0.03,-0.02,-0.44,2.55,9.35,-0.16,0.23,-0.01
1653401315737,-0.02,-0.06,-0.03,-0.48,2.57,9.34,-0.23,0.51,0.13
1653401315742,-0.04,-0.05,-0.03,-0.45,2.53,9.37,-0.3,0.83,0.13
1653401315746,-0.03,-0.07,-0.01,-0.47,2.55,9.35,-0.3,1.04,0.06
1653401315751,-0.04,-0.07,-0.01,-0.47,2.58,9.37,-0.23,1.32,0.02
1653401315756,-0.04,-0.05,-0.01,-0.46,2.58,9.38,-0.02,1.46,0.2
1653401315761,-0.03,-0.04,0,-0.48,2.59,9.38,0.05,1.6,0.34
1653401315766,-0.04,-0.02,0.01,-0.47,2.59,9.38,0.19,1.7,0.27
1653401315771,-0.04,-0.01,0.01,-0.46,2.61,9.37,0.26,1.63,0.55
1653401315775,-0.02,0,0,-0.47,2.59,9.32,0.26,1.53,0.44
1653401315780,-0.03,-0.02,-0.04,-0.45,2.58,9.29,0.09,1.42,0.48
1653401315784,-0.02,-0.03,-0.06,-0.46,2.59,9.28,0.02,1.32,0.41
1653401315789,-0.02,-0.03,-0.08,-0.44,2.6,9.27,-0.37,1.14,0.34
1653401315794,0,-0.01,-0.09,-0.46,2.61,9.29,-0.4,0.83,0.44
1653401315800,-0.01,-0.01,-0.08,-0.49,2.6,9.32,-0.54,0.37,0.37
1653401315804,-0.04,-0.01,-0.06,-0.48,2.62,9.32,-0.79,-0.29,0.41
1653401315809,-0.05,0.01,-0.04,-0.51,2.61,9.32,-0.86,-0.61,0.58
1653401315813,-0.06,0,-0.04,-0.49,2.61,9.31,-0.96,-0.96,0.86
1653401315818,-0.06,0.01,-0.05,-0.41,2.63,9.33,-0.86,-0.71,1.11
1653401315823,-0.01,0.03,-0.05,-0.41,2.62,9.33,-0.79,-0.5,1.25
1653401315828,0.02,0.02,-0.03,-0.37,2.59,9.34,-0.72,-0.4,1.32
1653401315833,0.05,0,-0.03,-0.39,2.58,9.32,-0.72,-0.29,1.32
1653401315838,0.06,-0.03,-0.04,-0.38,2.6,9.3,-0.75,0.02,1.39
1653401315843,0.05,-0.02,-0.05,-0.42,2.57,9.28,-0.93,0.3,1.14
1653401315848,0.02,-0.02,-0.07,-0.42,2.58,9.3,-1.07,0.51,0.9
1653401315852,0.01,-0.02,-0.06,-0.42,2.59,9.31,-1.17,0.65,0.72
1653401315857,0.02,-0.01,-0.05,-0.41,2.6,9.32,-1.31,0.69,0.58
1653401315861,0.02,0,-0.05,-0.45,2.6,9.31,-1.59,0.79,0.51
1653401315867,0,0,-0.04,-0.47,2.61,9.3,-1.73,0.9,0.37
1653401315871,-0.02,0.01,-0.06,-0.45,2.58,9.35,-1.77,0.9,0.27
1653401315876,-0.03,-0.01,-0.03,-0.49,2.57,9.36,-2.08,0.79,0.16
1653401315881,-0.05,-0.03,-0.01,-0.51,2.54,9.38,-2.29,0.58,0.23
1653401315885,-0.06,-0.05,0.02,-0.5,2.54,9.41,-2.22,0.83,0.27
1653401315890,-0.06,-0.05,0.04,-0.49,2.53,9.45,-1.91,1.14,0.34
1653401315896,-0.04,-0.06,0.08,-0.48,2.5,9.49,-1.49,1.46,0.3
1653401315900,-0.03,-0.07,0.1,-0.52,2.52,9.49,-0.96,1.81,0.2
1653401315905,-0.07,-0.07,0.12,-0.56,2.54,9.49,-0.33,2.02,0.3
1653401315909,-0.1,-0.06,0.12,-0.63,2.54,9.47,0.23,2.4,0.62
1653401315914,-0.15,-0.04,0.11,-0.67,2.54,9.43,0.79,2.54,0.9
1653401315919,-0.21,-0.05,0.07,-0.73,2.53,9.37,1.28,2.54,1.21
1653401315924,-0.24,-0.06,0.03,-0.73,2.54,9.29,1.63,2.44,1.98
1653401315929,-0.27,-0.05,-0.06,-0.74,2.55,9.24,1.77,2.23,2.51
1653401315934,-0.28,-0.05,-0.11,-0.7,2.56,9.19,1.56,1.67,3.31
1653401315938,-0.25,-0.03,-0.15,-0.68,2.57,9.13,1.35,1.32,3.77
1653401315943,-0.23,-0.02,-0.21,-0.67,2.58,9.1,0.61,0.76,4.19
1653401315948,-0.2,-0.01,-0.25,-0.59,2.58,9.06,-0.19,0.44,4.96
1653401315953,-0.13,0,-0.29,-0.48,2.63,9.04,-1.24,0.55,5.24
1653401315958,-0.05,0.04,-0.31,-0.41,2.59,9.08,-2.01,0.69,5.2
1653401315963,0.05,0.02,-0.28,-0.36,2.61,9.1,-2.82,0.93,5.06
1653401315968,0.1,0.02,-0.25,-0.33,2.64,9.16,-3.9,1.21,4.61
1653401315972,0.13,0.05,-0.2,-0.33,2.66,9.2,-4.57,1.39,4.29
1653401315976,0.13,0.07,-0.16,-0.33,2.68,9.23,-5.2,1.56,3.56
1653401315982,0.13,0.1,-0.13,-0.33,2.68,9.27,-5.51,1.74,3.07
1653401315986,0.14,0.12,-0.09,-0.33,2.69,9.31,-5.65,2.02,2.47
1653401315992,0.13,0.13,-0.06,-0.34,2.7,9.33,-5.72,1.88,2.19
1653401315997,0.12,0.12,-0.03,-0.39,2.67,9.38,-5.69,1.6,1.98
1653401316001,0.09,0.13,0.01,-0.44,2.68,9.38,-5.55,1.04,2.16
1653401316005,0.05,0.12,0.03,-0.49,2.68,9.39,-5.27,0.69,2.09
1653401316010,0,0.13,0.03,-0.51,2.66,9.42,-4.71,-0.19,2.72
1653401316016,-0.04,0.11,0.05,-0.54,2.68,9.42,-4.32,-0.96,3.24
1653401316020,-0.07,0.12,0.07,-0.54,2.66,9.43,-3.8,-1.76,3.63
1653401316025,-0.08,0.12,0.07,-0.52,2.66,9.44,-3.03,-2.46,4.05
1653401316030,-0.06,0.11,0.08,-0.48,2.63,9.43,-2.61,-3.09,4.47
1653401316034,-0.04,0.09,0.07,-0.48,2.65,9.41,-2.5,-3.06,4.5
1653401316039,-0.03,0.1,0.04,-0.5,2.64,9.35,-2.15,-3.41,4.71
1653401316044,-0.04,0.09,0,-0.47,2.63,9.31,-2.05,-3.06,4.57
1653401316049,-0.05,0.09,-0.04,-0.45,2.62,9.29,-2.36,-2.53,4.47
1653401316054,-0.02,0.08,-0.07,-0.43,2.6,9.26,-2.85,-2.22,4.29
1653401316058,0.01,0.06,-0.09,-0.38,2.6,9.23,-3.31,-1.76,3.91
1653401316063,0.05,0.08,-0.13,-0.42,2.61,9.22,-4.01,-1.48,3.24
1653401316068,0.03,0.07,-0.14,-0.46,2.6,9.24,-4.5,-1.34,3
1653401316073,-0.01,0.06,-0.13,-0.54,2.6,9.25,-4.95,-1.41,2.72
1653401316078,-0.09,0.07,-0.12,-0.57,2.6,9.28,-5.3,-1.76,2.58
1653401316083,-0.13,0.08,-0.09,-0.59,2.59,9.31,-5.55,-2.57,2.65
1653401316088,-0.16,0.07,-0.06,-0.58,2.57,9.34,-5.23,-3.2,2.89
1653401316093,-0.16,0.06,-0.04,-0.56,2.56,9.38,-4.92,-4,3
1653401316097,-0.15,0.04,-0.01,-0.51,2.53,9.43,-4.64,-4.6,3.21
1653401316102,-0.12,0.02,0.04,-0.46,2.52,9.46,-4.08,-4.91,3.21
1653401316107,-0.07,0.01,0.08,-0.38,2.48,9.5,-3.48,-4.84,3.35
1653401316111,0.01,-0.03,0.12,-0.32,2.46,9.51,-2.92,-4.25,3.03
1653401316117,0.09,-0.06,0.13,-0.3,2.45,9.5,-2.47,-3.58,2.75
1653401316121,0.11,-0.06,0.13,-0.3,2.48,9.48,-2.29,-2.71,2.33
1653401316126,0.1,-0.04,0.12,-0.3,2.48,9.47,-2.22,-1.83,2.05
1653401316131,0.1,-0.03,0.09,-0.32,2.5,9.43,-2.15,-1.03,1.7
1653401316136,0.09,-0.01,0.06,-0.3,2.49,9.4,-2.4,-0.57,1.42
1653401316141,0.09,0,0.03,-0.33,2.5,9.38,-2.61,-0.64,1.25
1653401316145,0.08,0.01,0,-0.35,2.51,9.35,-2.96,-0.96,0.79
1653401316150,0.06,0.01,-0.02,-0.35,2.47,9.31,-3.27,-1.38,0.72
1653401316155,0.03,0,-0.06,-0.34,2.49,9.27,-3.45,-2.01,0.58
1653401316159,0.04,0,-0.1,-0.36,2.48,9.28,-3.52,-2.85,0.65
1653401316165,0.03,0,-0.11,-0.37,2.49,9.26,-3.59,-3.9,0.58
1653401316169,0,0.01,-0.11,-0.35,2.48,9.24,-3.62,-4.74,0.62
1653401316173,0.02,0,-0.13,-0.31,2.45,9.21,-3.52,-5.61,0.62
1653401316178,0.04,-0.02,-0.16,-0.29,2.44,9.2,-3.45,-6.03,0.44
1653401316183,0.07,-0.03,-0.18,-0.22,2.42,9.15,-3.41,-6,0.48
1653401316188,0.11,-0.05,-0.22,-0.2,2.43,9.15,-3.62,-5.82,0.34
1653401316193,0.16,-0.04,-0.23,-0.12,2.41,9.09,-4.04,-5.3,0.13
1653401316198,0.2,-0.06,-0.26,-0.1,2.39,9.1,-4.36,-4.63,-0.12
1653401316203,0.24,-0.06,-0.28,-0.09,2.38,9.1,-5.16,-4.07,-0.43
1653401316207,0.24,-0.06,-0.27,-0.09,2.38,9.11,-5.79,-3.48,-0.68
1653401316212,0.24,-0.07,-0.28,-0.1,2.41,9.16,-6.46,-2.81,-0.96
1653401316217,0.24,-0.04,-0.24,-0.1,2.43,9.18,-6.98,-2.25,-1.45
1653401316222,0.23,-0.01,-0.2,-0.11,2.44,9.22,-7.47,-1.76,-1.69
1653401316227,0.23,0,-0.17,-0.12,2.46,9.26,-7.75,-1.48,-1.76
1653401316232,0.2,0.02,-0.12,-0.12,2.45,9.32,-8.14,-1.41,-1.83
1653401316236,0.2,0.03,-0.07,-0.09,2.45,9.35,-8.14,-1.2,-1.62
1653401316241,0.21,0.03,-0.03,-0.07,2.43,9.39,-8.21,-0.89,-1.59
1653401316246,0.24,0.03,-0.01,-0.05,2.43,9.42,-8.1,-0.82,-1.27
1653401316251,0.27,0.03,0.03,-0.02,2.44,9.45,-8.07,-0.61,-1.31
1653401316256,0.28,0.04,0.07,-0.01,2.47,9.49,-8.14,-0.4,-1.31
1653401316260,0.29,0.07,0.09,-0.02,2.48,9.52,-7.96,-0.08,-1.24
1653401316265,0.29,0.1,0.13,0,2.5,9.59,-7.58,0.2,-1.34
1653401316270,0.31,0.12,0.17,0,2.55,9.65,-7.09,0.16,-1.8
1653401316275,0.3,0.16,0.24,0.02,2.57,9.69,-6.32,0.27,-2.18
1653401316280,0.32,0.18,0.28,0,2.61,9.72,-5.69,0.27,-2.67
1653401316284,0.3,0.24,0.31,0,2.62,9.76,-4.67,0.13,-3.3
1653401316290,0.3,0.25,0.35,-0.03,2.64,9.78,-4.22,-0.01,-3.93
1653401316294,0.27,0.27,0.37,-0.08,2.66,9.76,-3.8,-0.33,-4.35
1653401316299,0.23,0.29,0.36,-0.11,2.66,9.74,-3.27,-0.4,-4.88
1653401316303,0.2,0.29,0.33,-0.1,2.63,9.72,-3.06,-0.33,-5.33
1653401316308,0.19,0.28,0.3,-0.12,2.61,9.71,-2.96,-0.36,-5.44
1653401316313,0.18,0.25,0.29,-0.13,2.58,9.67,-3.06,-0.29,-5.51
1653401316318,0.17,0.23,0.26,-0.14,2.58,9.66,-2.99,0.09,-5.65
1653401316323,0.15,0.22,0.23,-0.16,2.55,9.65,-3.24,0.3,-5.65
1653401316328,0.13,0.2,0.22,-0.18,2.53,9.66,-3.45,0.65,-6
1653401316332,0.11,0.18,0.22,-0.17,2.5,9.69,-3.59,0.97,-6.14
1653401316337,0.12,0.15,0.24,-0.17,2.5,9.7,-3.87,1.21,-6.42
1653401316342,0.12,0.15,0.26,-0.18,2.5,9.68,-3.83,1.6,-6.73
1653401316347,0.12,0.15,0.25,-0.19,2.51,9.69,-3.76,2.19,-7.08
1653401316352,0.11,0.15,0.23,-0.2,2.5,9.74,-3.73,2.61,-7.54
1653401316356,0.1,0.14,0.26,-0.21,2.47,9.83,-3.45,2.82,-7.99
1653401316361,0.1,0.14,0.35,-0.22,2.47,9.87,-3.2,2.96,-8.17
1653401316367,0.08,0.11,0.42,-0.21,2.41,9.95,-2.26,3,-8.87
1653401316371,0.1,0.07,0.47,-0.25,2.36,9.99,-1.1,2.96,-9.29
1653401316376,0.08,0.03,0.52,-0.27,2.32,10.03,0.05,2.82,-9.5
1653401316380,0.05,-0.02,0.55,-0.28,2.3,10.05,1.03,2.65,-9.6
1653401316386,0.04,-0.05,0.57,-0.31,2.26,10.05,2.78,2.3,-9.57
1653401316390,0.02,-0.08,0.58,-0.36,2.25,10.03,4.25,1.84,-9.53
1653401316395,-0.01,-0.1,0.56,-0.39,2.22,9.97,5.41,1.49,-9.32
1653401316399,-0.04,-0.13,0.52,-0.43,2.19,9.93,6.32,1.21,-9.04
1653401316404,-0.08,-0.17,0.46,-0.44,2.19,9.87,7.09,1,-8.83
1653401316409,-0.09,-0.18,0.4,-0.46,2.16,9.77,7.65,1.18,-8.52
1653401316414,-0.11,-0.2,0.32,-0.47,2.16,9.69,8.07,1.32,-8.41
1653401316419,-0.12,-0.22,0.24,-0.46,2.15,9.63,8.03,1.81,-8.03
1653401316424,-0.11,-0.23,0.16,-0.43,2.15,9.53,7.86,2.3,-8.03
1653401316428,-0.07,-0.23,0.07,-0.45,2.12,9.48,7.58,2.65,-7.64
1653401316433,-0.08,-0.26,0.01,-0.46,2.14,9.4,6.91,2.79,-7.68
1653401316438,-0.1,-0.26,-0.05,-0.46,2.11,9.38,6.46,2.96,-7.82
1653401316443,-0.09,-0.28,-0.1,-0.46,2.13,9.35,5.79,3.17,-7.68
1653401316448,-0.07,-0.27,-0.13,-0.49,2.13,9.35,5.27,3.07,-7.75
1653401316453,-0.09,-0.27,-0.12,-0.5,2.14,9.37,5.2,2.72,-7.68
1653401316458,-0.11,-0.26,-0.11,-0.55,2.17,9.38,4.99,1.95,-7.54
1653401316462,-0.16,-0.23,-0.09,-0.58,2.2,9.39,4.88,0.86,-7.43
1653401316467,-0.18,-0.2,-0.07,-0.56,2.16,9.42,5.2,0.55,-7.12
1653401316472,-0.19,-0.23,-0.07,-0.55,2.15,9.43,5.62,0.23,-6.7
1653401316476,-0.15,-0.24,-0.04,-0.52,2.15,9.4,6.14,-0.08,-6.38
1653401316482,-0.13,-0.26,-0.05,-0.48,2.15,9.39,6.56,-0.08,-6.07
1653401316487,-0.09,-0.26,-0.07,-0.45,2.13,9.36,6.88,-0.08,-5.44
1653401316491,-0.06,-0.28,-0.1,-0.42,2.12,9.32,6.84,0.13,-5.02
1653401316496,-0.02,-0.29,-0.14,-0.41,2.16,9.28,6.77,0.41,-4.74
1653401316500,0,-0.27,-0.17,-0.35,2.17,9.21,6.28,0.48,-4.39
1653401316506,0.04,-0.25,-0.22,-0.34,2.2,9.16,5.58,0.86,-4.28
1653401316510,0.06,-0.23,-0.26,-0.35,2.25,9.13,5.02,1.25,-4.11
1653401316515,0.06,-0.19,-0.31,-0.35,2.28,9.1,4.18,1.6,-4.14
1653401316520,0.07,-0.16,-0.33,-0.35,2.3,9.09,3.55,1.74,-4.07
1653401316524,0.06,-0.13,-0.35,-0.34,2.3,9.13,2.54,1.42,-3.97
1653401316529,0.06,-0.12,-0.33,-0.38,2.34,9.16,1.84,1.04,-4.07
1653401316534,0.05,-0.1,-0.28,-0.39,2.37,9.18,1.56,0.55,-4.25
1653401316539,0.03,-0.07,-0.25,-0.4,2.37,9.22,1.24,-0.08,-4.18
1653401316544,0.02,-0.06,-0.22,-0.4,2.37,9.26,1.17,-0.61,-4.42
1653401316548,0.02,-0.05,-0.18,-0.39,2.38,9.29,1.31,-0.99,-4.39
1653401316553,0.02,-0.04,-0.13,-0.39,2.39,9.33,1.56,-1.24,-4.35
1653401316558,0.03,-0.04,-0.11,-0.39,2.39,9.34,1.84,-1.52,-4.42
1653401316563,0.03,-0.03,-0.08,-0.39,2.39,9.32,2.26,-1.34,-4.53
1653401316568,0.01,-0.05,-0.1,-0.41,2.39,9.29,2.57,-1.24,-4.28
1653401316573,0.01,-0.04,-0.12,-0.43,2.39,9.25,2.57,-0.99,-4.14
1653401316578,-0.01,-0.04,-0.16,-0.45,2.4,9.2,2.29,-0.5,-4.28
1653401316582,-0.03,-0.03,-0.2,-0.49,2.41,9.17,1.66,-0.22,-4.18
1653401316587,-0.07,-0.03,-0.23,-0.49,2.42,9.15,0.96,-0.05,-3.93
1653401316592,-0.07,-0.02,-0.26,-0.5,2.41,9.12,0.12,0.23,-3.76
1653401316597,-0.08,-0.03,-0.29,-0.51,2.4,9.12,-0.86,0.16,-3.76
1653401316602,-0.09,-0.03,-0.28,-0.52,2.38,9.16,-1.94,0.23,-3.9
1653401316606,-0.09,-0.05,-0.25,-0.57,2.39,9.22,-2.71,0.09,-4.14
1653401316612,-0.14,-0.04,-0.2,-0.58,2.4,9.27,-3.24,0.2,-4.21
1653401316616,-0.16,-0.02,-0.16,-0.59,2.39,9.32,-3.24,0.27,-4.39
1653401316621,-0.16,-0.03,-0.1,-0.58,2.37,9.42,-3.03,0.37,-4.49
1653401316626,-0.15,-0.05,-0.02,-0.54,2.35,9.46,-2.68,0.23,-4.53
1653401316630,-0.12,-0.06,0.05,-0.56,2.36,9.51,-2.08,0.13,-4.49
1653401316635,-0.14,-0.05,0.09,-0.54,2.34,9.54,-1.35,-0.19,-4.35
1653401316640,-0.11,-0.07,0.12,-0.54,2.35,9.55,-0.75,-0.33,-4.28
1653401316645,-0.11,-0.07,0.13,-0.54,2.35,9.53,-0.47,-0.5,-4.32
1653401316650,-0.1,-0.06,0.12,-0.6,2.34,9.48,-0.19,-0.68,-4.04
1653401316654,-0.14,-0.06,0.08,-0.62,2.38,9.45,0.02,-0.57,-3.65
1653401316659,-0.17,-0.06,0.05,-0.63,2.4,9.44,0.09,-0.4,-3.48
1653401316664,-0.19,-0.02,0.03,-0.63,2.4,9.44,-0.12,-0.33,-3.23
1653401316669,-0.19,-0.02,0.01,-0.61,2.4,9.39,-0.47,-0.12,-2.74
1653401316674,-0.16,-0.01,-0.01,-0.62,2.43,9.39,-1.14,0.06,-2.53
1653401316679,-0.16,0.01,-0.01,-0.61,2.42,9.4,-1.31,0.16,-2.71
1653401316684,-0.16,0.02,-0.02,-0.6,2.39,9.41,-2.01,0.3,-2.57
1653401316688,-0.15,-0.01,-0.01,-0.61,2.38,9.43,-2.4,0.48,-2.71
1653401316693,-0.15,-0.02,0,-0.66,2.37,9.45,-2.78,0.37,-2.6
1653401316698,-0.18,-0.03,0.03,-0.66,2.38,9.48,-2.82,0.44,-2.57
1653401316703,-0.2,-0.02,0.06,-0.65,2.36,9.54,-2.68,0.48,-2.36
1653401316708,-0.19,-0.03,0.1,-0.68,2.35,9.55,-2.33,0.3,-2.11
1653401316712,-0.2,-0.05,0.13,-0.69,2.36,9.58,-2.26,-0.01,-1.8
1653401316717,-0.21,-0.04,0.16,-0.69,2.35,9.6,-1.59,-0.33,-1.34
1653401316721,-0.22,-0.04,0.16,-0.71,2.35,9.6,-1.17,-0.64,-0.96
1653401316726,-0.23,-0.04,0.17,-0.68,2.37,9.59,-0.79,-0.68,-0.36
1653401316732,-0.22,-0.03,0.16,-0.66,2.36,9.58,-0.4,-0.99,-0.08
1653401316736,-0.19,-0.02,0.15,-0.61,2.35,9.56,-0.12,-0.96,0.27
1653401316741,-0.16,-0.03,0.14,-0.61,2.35,9.55,0.12,-0.78,0.51
1653401316745,-0.13,-0.04,0.12,-0.61,2.37,9.54,0.37,-0.47,0.55
1653401316750,-0.13,-0.02,0.12,-0.61,2.39,9.52,0.51,-0.12,0.83
1653401316755,-0.13,-0.01,0.09,-0.61,2.4,9.53,0.75,0.27,0.72
1653401316760,-0.13,0.01,0.09,-0.6,2.39,9.51,0.89,0.48,1.11
1653401316765,-0.12,0,0.08,-0.6,2.39,9.48,1.17,0.72,1.21
1653401316769,-0.12,0,0.06,-0.58,2.39,9.45,1.31,0.79,1.39
1653401316774,-0.11,0,0.02,-0.57,2.38,9.39,1.45,0.83,1.91
1653401316780,-0.09,-0.01,-0.02,-0.54,2.37,9.34,1.63,0.97,2.02
1653401316784,-0.07,-0.02,-0.07,-0.53,2.39,9.33,1.73,0.65,2.3
1653401316789,-0.05,-0.01,-0.09,-0.51,2.39,9.31,1.77,0.44,2.33
1653401316794,-0.02,-0.01,-0.11,-0.51,2.4,9.3,1.66,-0.19,2.61
1653401316799,-0.02,-0.01,-0.12,-0.5,2.4,9.27,1.38,-0.54,2.58
1653401316804,-0.02,0,-0.15,-0.51,2.43,9.27,1.24,-1.03,2.86
1653401316809,-0.03,0.03,-0.15,-0.49,2.44,9.27,1,-1.41,2.75
1653401316813,-0.01,0.04,-0.16,-0.47,2.48,9.28,0.93,-1.52,2.96
1653401316818,0,0.07,-0.15,-0.45,2.48,9.3,0.54,-1.83,2.93
