time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined]
1653402215000,69.44,23.25,-4.7
1653402215003,69.36,23.35,-4.43
1653402215012,69.29,23.44,-4.17
1653402215013,69.24,23.52,-3.93
1653402215020,69.19,23.59,-3.72
1653402215024,69.15,23.64,-3.55
1653402215029,69.13,23.67,-3.41
1653402215033,69.11,23.69,-3.31
1653402215037,69.1,23.71,-3.24
1653402215041,69.11,23.71,-3.22
1653402215045,69.12,23.7,-3.23
1653402215050,69.13,23.7,-3.27
1653402215056,69.16,23.69,-3.35
1653402215060,69.19,23.69,-3.45
1653402215065,69.22,23.7,-3.58
1653402215073,69.26,23.71,-3.73
1653402215075,69.32,23.74,-3.91
1653402215080,69.38,23.79,-4.11
1653402215087,69.46,23.85,-4.34
1653402215090,69.55,23.92,-4.59
1653402215095,69.65,24,-4.85
1653402215099,69.75,24.1,-5.12
1653402215105,69.86,24.19,-5.4
1653402215109,69.98,24.29,-5.67
1653402215113,70.1,24.39,-5.93
1653402215118,70.22,24.5,-6.17
1653402215123,70.34,24.59,-6.4
1653402215128,70.46,24.69,-6.61
1653402215133,70.58,24.78,-6.78
1653402215137,70.7,24.87,-6.93
1653402215143,70.81,24.95,-7.04
1653402215147,70.92,25.03,-7.12
1653402215154,71.02,25.1,-7.16
1653402215158,71.12,25.17,-7.17
1653402215161,71.21,25.23,-7.16
1653402215169,71.29,25.29,-7.12
1653402215172,71.36,25.34,-7.06
1653402215183,71.42,25.39,-6.97
1653402215184,71.46,25.44,-6.86
1653402215188,71.5,25.48,-6.74
1653402215193,71.51,25.53,-6.6
1653402215200,71.51,25.57,-6.44
1653402215201,71.49,25.62,-6.26
1653402215207,71.45,25.67,-6.04
1653402215214,71.41,25.74,-5.78
1653402215215,71.35,25.8,-5.49
1653402215220,71.29,25.88,-5.15
1653402215224,71.22,25.95,-4.78
1653402215230,71.14,26.01,-4.39
1653402215234,71.08,26.07,-3.98
1653402215245,71.02,26.12,-3.57
1653402215250,70.99,26.15,-3.2
1653402215253,70.98,26.16,-2.9
1653402215257,71.01,26.15,-2.67
1653402215261,71.07,26.11,-2.54
1653402215265,71.16,26.07,-2.5
1653402215268,71.27,26.01,-2.56
1653402215273,71.4,25.94,-2.71
1653402215278,71.54,25.88,-2.93
1653402215281,71.68,25.83,-3.21
1653402215288,71.8,25.79,-3.53
1653402215292,71.92,25.79,-3.88
1653402215298,72.01,25.81,-4.24
1653402215301,72.09,25.88,-4.58
1653402215307,72.14,25.98,-4.9
1653402215310,72.18,26.12,-5.16
1653402215316,72.19,26.29,-5.38
1653402215323,72.2,26.49,-5.52
1653402215325,72.2,26.7,-5.61
1653402215330,72.2,26.91,-5.63
1653402215339,72.21,27.11,-5.61
1653402215341,72.24,27.29,-5.57
1653402215347,72.28,27.44,-5.5
1653402215349,72.32,27.55,-5.43
1653402215353,72.38,27.63,-5.37
1653402215360,72.44,27.67,-5.31
1653402215364,72.5,27.68,-5.28
1653402215368,72.58,27.65,-5.28
1653402215374,72.66,27.6,-5.32
1653402215379,72.74,27.51,-5.42
1653402215384,72.83,27.4,-5.56
1653402215388,72.9,27.27,-5.74
1653402215394,72.97,27.12,-5.95
1653402215399,73.03,26.96,-6.19
1653402215403,73.06,26.79,-6.43
1653402215412,73.08,26.62,-6.66
1653402215413,73.07,26.45,-6.88
1653402215417,73.03,26.28,-7.06
1653402215425,72.97,26.12,-7.2
1653402215428,72.88,25.96,-7.3
1653402215431,72.75,25.81,-7.35
1653402215439,72.61,25.67,-7.34
1653402215443,72.43,25.54,-7.28
1653402215446,72.24,25.4,-7.17
1653402215452,72.02,25.26,-7.02
1653402215458,71.8,25.11,-6.82
1653402215460,71.56,24.96,-6.59
1653402215467,71.31,24.79,-6.32
1653402215470,71.07,24.62,-6.04
1653402215474,70.83,24.44,-5.74
1653402215479,70.6,24.26,-5.44
1653402215484,70.38,24.08,-5.15
1653402215488,70.19,23.91,-4.88
1653402215493,70.03,23.75,-4.65
1653402215497,69.88,23.62,-4.44
1653402215504,69.76,23.51,-4.26
1653402215514,69.66,23.44,-4.1
1653402215516,69.58,23.4,-3.97
1653402215520,69.52,23.4,-3.85
1653402215527,69.48,23.43,-3.75
1653402215528,69.45,23.49,-3.67
1653402215533,69.44,23.57,-3.6
1653402215541,69.43,23.69,-3.56
1653402215543,69.44,23.82,-3.53
1653402215552,69.46,23.96,-3.53
1653402215553,69.49,24.11,-3.55
1653402215557,69.52,24.27,-3.6
1653402215563,69.54,24.43,-3.67
1653402215565,69.57,24.59,-3.77
1653402215570,69.6,24.74,-3.9
1653402215575,69.62,24.89,-4.04
1653402215580,69.63,25.04,-4.21
1653402215585,69.64,25.17,-4.37
1653402215589,69.64,25.3,-4.54
1653402215594,69.63,25.41,-4.71
1653402215599,69.61,25.52,-4.86
1653402215605,69.58,25.61,-4.98
1653402215610,69.54,25.7,-5.08
1653402215615,69.49,25.76,-5.15
1653402215619,69.44,25.82,-5.18
1653402215623,69.38,25.85,-5.18
1653402215628,69.33,25.87,-5.15
1653402215633,69.27,25.86,-5.11
1653402215638,69.22,25.84,-5.05
1653402215643,69.16,25.79,-4.99
1653402215648,69.09,25.73,-4.92
1653402215652,69.03,25.65,-4.84
1653402215658,68.96,25.55,-4.77
1653402215661,68.88,25.45,-4.69
1653402215666,68.8,25.33,-4.62
1653402215671,68.71,25.21,-4.55
1653402215675,68.61,25.1,-4.48
1653402215681,68.51,24.99,-4.42
1653402215686,68.4,24.89,-4.35
1653402215690,68.28,24.8,-4.27
1653402215698,68.16,24.74,-4.18
1653402215702,68.04,24.69,-4.07
1653402215708,67.92,24.67,-3.95
1653402215710,67.8,24.67,-3.81
1653402215716,67.7,24.69,-3.67
1653402215719,67.62,24.71,-3.53
1653402215724,67.55,24.74,-3.43
1653402215729,67.51,24.77,-3.37
1653402215735,67.48,24.78,-3.37
1653402215740,67.48,24.77,-3.42
1653402215747,67.47,24.74,-3.53
1653402215749,67.47,24.68,-3.68
1653402215755,67.45,24.6,-3.85
1653402215758,67.4,24.5,-4.03
1653402215764,67.31,24.37,-4.2
1653402215767,67.18,24.23,-4.35
1653402215786,66.99,24.08,-4.48
1653402215787,66.77,23.91,-4.57
1653402215788,66.51,23.74,-4.62
1653402215789,66.24,23.57,-4.64
1653402215794,65.96,23.4,-4.63
1653402215799,65.67,23.23,-4.6
1653402215805,65.4,23.06,-4.55
1653402215807,65.14,22.9,-4.49
1653402215812,64.89,22.74,-4.45
1653402215819,64.67,22.59,-4.42
1653402215822,64.48,22.44,-4.43
1653402215825,64.32,22.3,-4.48
1653402215829,64.19,22.15,-4.58
1653402215837,64.09,22.01,-4.73
1653402215839,64.03,21.88,-4.93
1653402215844,63.98,21.75,-5.19
1653402215852,63.96,21.64,-5.49
1653402215853,63.94,21.54,-5.83
1653402215859,63.91,21.45,-6.21
1653402215864,63.87,21.38,-6.61
1653402215870,63.82,21.31,-7.03
1653402215875,63.73,21.25,-7.44
1653402215895,63.62,21.2,-7.84
1653402215901,63.48,21.08,-8.22
1653402215901,63.3,21.14,-8.55
1653402215902,63.1,21.02,-8.83
1653402215903,62.85,20.95,-9.05
1653402215911,62.58,20.87,-9.2
1653402215915,62.28,20.78,-9.28
1653402215916,61.95,20.68,-9.28
1653402215917,61.59,20.57,-9.2
1653402215920,61.22,20.45,-9.05
1653402215925,60.83,20.32,-8.84
1653402215930,60.43,20.19,-8.58
1653402215936,60.04,20.07,-8.26
1653402215942,59.65,19.95,-7.92
1653402215945,59.26,19.83,-7.55
1653402215950,58.9,19.74,-7.16
1653402215954,58.55,19.66,-6.77
1653402215960,58.22,19.59,-6.39
1653402215967,57.91,19.55,-6.02
1653402215969,57.63,19.53,-5.67
1653402215973,57.37,19.54,-5.35
1653402215983,57.13,19.56,-5.05
1653402215987,56.92,19.61,-4.79
1653402215990,56.73,19.68,-4.56
1653402215996,56.56,19.76,-4.36
1653402215998,56.4,19.87,-4.19
1653402216004,56.26,20,-4.05
1653402216011,56.13,20.14,-3.94
1653402216012,56,20.29,-3.88
1653402216018,55.89,20.46,-3.87
1653402216023,55.78,20.63,-3.91
1653402216027,55.69,20.82,-4
1653402216031,55.61,21.01,-4.13
1653402216036,55.55,21.2,-4.31
1653402216049,55.5,21.39,-4.53
1653402216050,55.47,21.58,-4.77
1653402216053,55.45,21.76,-5.03
1653402216057,55.43,21.93,-5.28
1653402216065,55.41,22.09,-5.53
1653402216068,55.38,22.22,-5.76
1653402216073,55.35,22.33,-5.95
1653402216079,55.3,22.42,-6.1
1653402216080,55.24,22.48,-6.21
1653402216088,55.17,22.52,-6.27
1653402216089,55.08,22.53,-6.27
1653402216093,54.98,22.53,-6.23
1653402216098,54.87,22.51,-6.14
1653402216103,54.76,22.48,-6
1653402216109,54.64,22.45,-5.84
1653402216113,54.53,22.41,-5.64
1653402216120,54.41,22.38,-5.42
1653402216124,54.31,22.35,-5.17
1653402216129,54.2,22.33,-4.91
1653402216132,54.09,22.32,-4.63
1653402216139,53.99,22.32,-4.36
1653402216142,53.88,22.32,-4.08
1653402216146,53.76,22.33,-3.82
1653402216151,53.64,22.33,-3.57
1653402216155,53.51,22.33,-3.34
1653402216161,53.37,22.33,-3.12
1653402216166,53.24,22.32,-2.91
1653402216170,53.11,22.3,-2.73
1653402216175,52.98,22.27,-2.56
1653402216182,52.87,22.23,-2.4
1653402216186,52.76,22.18,-2.24
1653402216190,52.68,22.15,-2.07
1653402216195,52.62,22.12,-1.89
1653402216200,52.58,22.11,-1.7
1653402216206,52.56,22.12,-1.51
1653402216210,52.57,22.15,-1.31
1653402216215,52.59,22.19,-1.11
1653402216220,52.63,22.25,-0.92
1653402216224,52.69,22.32,-0.78
1653402216230,52.77,22.39,-0.69
1653402216235,52.88,22.46,-0.68
1653402216238,53,22.5,-0.75
1653402216246,53.13,22.53,-0.92
1653402216250,53.28,22.53,-1.18
1653402216255,53.44,22.51,-1.53
1653402216260,53.6,22.47,-1.96
1653402216263,53.77,22.41,-2.45
1653402216267,53.93,22.36,-2.99
1653402216272,54.1,22.32,-3.58
1653402216277,54.27,22.32,-4.18
1653402216281,54.43,22.35,-4.78
1653402216286,54.58,22.43,-5.36
1653402216290,54.73,22.56,-5.91
1653402216296,54.88,22.74,-6.4
1653402216301,55.03,22.97,-6.82
1653402216316,55.2,23.24,-7.19
1653402216318,55.38,23.53,-7.49
1653402216320,55.58,23.85,-7.73
1653402216326,55.8,24.16,-7.93
1653402216328,56.03,24.45,-8.09
1653402216331,56.28,24.72,-8.21
1653402216335,56.52,24.96,-8.29
1653402216343,56.76,25.15,-8.34
1653402216344,56.98,25.3,-8.37
1653402216348,57.19,25.4,-8.38
1653402216352,57.39,25.45,-8.38
1653402216358,57.57,25.45,-8.39
1653402216363,57.75,25.39,-8.39
1653402216368,57.9,25.29,-8.41
1653402216375,58.05,25.14,-8.43
1653402216378,58.18,24.97,-8.46
1653402216386,58.29,24.77,-8.51
1653402216390,58.39,24.56,-8.55
1653402216392,58.47,24.34,-8.59
1653402216397,58.53,24.13,-8.62
1653402216401,58.57,23.93,-8.63
1653402216410,58.6,23.74,-8.62
1653402216411,58.62,23.57,-8.58
1653402216418,58.63,23.43,-8.5
1653402216422,58.63,23.3,-8.39
1653402216426,58.63,23.2,-8.25
1653402216431,58.63,23.12,-8.08
1653402216435,58.64,23.06,-7.88
1653402216440,58.66,23.02,-7.66
1653402216448,58.68,23,-7.42
1653402216450,58.71,22.99,-7.17
1653402216455,58.75,22.99,-6.91
1653402216462,58.8,23,-6.65
1653402216465,58.86,23.02,-6.4
1653402216469,58.93,23.06,-6.15
1653402216474,59.02,23.1,-5.92
1653402216478,59.12,23.15,-5.71
1653402216484,59.24,23.22,-5.52
1653402216489,59.36,23.3,-5.36
1653402216493,59.5,23.39,-5.24
1653402216498,59.64,23.49,-5.14
1653402216503,59.8,23.6,-5.08
1653402216510,59.96,23.73,-5.05
1653402216514,60.13,23.87,-5.04
1653402216519,60.31,24.03,-5.06
1653402216526,60.49,24.19,-5.11
1653402216528,60.67,24.37,-5.17
1653402216535,60.86,24.54,-5.24
1653402216540,61.05,24.72,-5.32
1653402216542,61.24,24.89,-5.42
1653402216547,61.42,25.06,-5.52
1653402216549,61.6,25.2,-5.63
1653402216558,61.77,25.34,-5.74
1653402216560,61.93,25.45,-5.84
1653402216564,62.08,25.54,-5.95
1653402216571,62.22,25.62,-6.05
1653402216584,62.35,25.67,-6.15
1653402216584,62.47,25.7,-6.24
1653402216587,62.58,25.71,-6.34
1653402216592,62.67,25.7,-6.42
1653402216596,62.76,25.69,-6.5
1653402216600,62.84,25.67,-6.55
1653402216604,62.9,25.65,-6.6
1653402216609,62.96,25.63,-6.62
1653402216612,63.01,25.61,-6.64
1653402216616,63.05,25.58,-6.64
1653402216623,63.07,25.54,-6.63
1653402216627,63.07,25.49,-6.62
1653402216632,63.06,25.42,-6.59
1653402216636,63.04,25.34,-6.56
1653402216640,63.01,25.25,-6.54
1653402216645,62.97,25.13,-6.52
1653402216650,62.91,24.99,-6.49
1653402216656,62.84,24.85,-6.47
1653402216661,62.76,24.69,-6.44
1653402216668,62.67,24.53,-6.41
1653402216671,62.56,24.37,-6.37
1653402216678,62.46,24.23,-6.31
1653402216683,62.35,24.09,-6.23
1653402216688,62.24,23.97,-6.14
1653402216691,62.15,23.86,-6.04
1653402216695,62.06,23.77,-5.92
1653402216700,62,23.69,-5.82
1653402216705,61.95,23.62,-5.74
1653402216709,61.93,23.53,-5.7
1653402216714,61.93,23.43,-5.72
1653402216719,61.94,23.29,-5.81
1653402216724,61.96,23.13,-5.95
1653402216728,61.98,22.92,-6.15
1653402216734,61.98,22.69,-6.39
1653402216739,61.96,22.42,-6.66
1653402216745,61.91,22.14,-6.97
1653402216747,61.81,21.86,-7.29
1653402216753,61.68,21.57,-7.61
1653402216757,61.51,21.31,-7.9
1653402216763,61.31,21.07,-8.15
1653402216769,61.08,20.86,-8.36
1653402216773,60.84,20.69,-8.49
1653402216778,60.6,20.56,-8.54
1653402216788,60.14,20.4,-8.4
1653402216788,60.36,20.46,-8.51
1653402216793,59.95,20.37,-8.23
1653402216800,59.81,20.37,-8.01
1653402216805,59.71,20.39,-7.76
1653402216806,59.67,20.44,-7.51
1653402216813,59.69,20.51,-7.26
1653402216819,59.75,20.58,-7.04
1653402216820,59.86,20.66,-6.86
1653402216827,60.01,20.73,-6.75
1653402216829,60.2,20.8,-6.7
1653402216837,60.42,20.86,-6.72
1653402216840,60.66,20.91,-6.82
1653402216849,60.92,20.94,-6.99
1653402216850,61.2,20.97,-7.22
1653402216854,61.49,20.98,-7.51
1653402216860,61.77,20.98,-7.84
1653402216864,62.04,20.98,-8.21
1653402216872,62.3,20.98,-8.58
1653402216875,62.53,20.99,-8.95
1653402216876,62.73,21.01,-9.3
1653402216881,62.91,21.04,-9.62
1653402216886,63.05,21.09,-9.9
1653402216891,63.16,21.16,-10.13
1653402216899,63.24,21.26,-10.3
1653402216901,63.28,21.37,-10.42
1653402216905,63.31,21.49,-10.49
1653402216911,63.31,21.63,-10.5
1653402216919,63.29,21.77,-10.46
1653402216922,63.27,21.92,-10.37
1653402216927,63.24,22.06,-10.25
1653402216931,63.2,22.2,-10.09
1653402216935,63.17,22.33,-9.92
1653402216941,63.13,22.45,-9.72
1653402216946,63.1,22.57,-9.52
1653402216953,63.09,22.67,-9.31
1653402216955,63.08,22.76,-9.12
1653402216959,63.08,22.84,-8.94
1653402216968,63.09,22.91,-8.78
1653402216971,63.12,22.96,-8.65
1653402216975,63.16,23.01,-8.54
1653402216980,63.21,23.05,-8.47
1653402216984,63.26,23.07,-8.43
1653402216988,63.31,23.1,-8.41
1653402216993,63.36,23.11,-8.42
1653402216997,63.41,23.13,-8.45
1653402217003,63.45,23.14,-8.49
1653402217008,63.48,23.16,-8.56
1653402217013,63.5,23.18,-8.64
1653402217017,63.5,23.19,-8.73
1653402217021,63.5,23.22,-8.84
1653402217027,63.48,23.24,-8.97
1653402217030,63.46,23.28,-9.11
1653402217041,63.43,23.31,-9.25
1653402217043,63.39,23.36,-9.4
1653402217045,63.35,23.41,-9.54
1653402217050,63.3,23.46,-9.68
1653402217054,63.26,23.52,-9.8
1653402217060,63.22,23.58,-9.89
1653402217072,63.19,23.64,-9.95
1653402217072,63.17,23.71,-9.98
1653402217076,63.16,23.78,-9.97
1653402217079,63.17,23.86,-9.93
1653402217084,63.19,23.94,-9.85
1653402217088,63.22,24.02,-9.76
1653402217092,63.27,24.11,-9.64
1653402217097,63.34,24.2,-9.52
1653402217103,63.42,24.3,-9.39
1653402217107,63.5,24.39,-9.25
1653402217115,63.6,24.49,-9.12
1653402217118,63.71,24.59,-9
1653402217122,63.84,24.69,-8.88
1653402217127,63.97,24.79,-8.78
1653402217130,64.12,24.9,-8.69
1653402217137,64.28,25.01,-8.61
1653402217141,64.45,25.12,-8.54
1653402217147,64.62,25.24,-8.48
1653402217154,64.79,25.36,-8.43
1653402217156,64.96,25.49,-8.4
1653402217161,65.12,25.63,-8.36
1653402217166,65.27,25.77,-8.33
1653402217169,65.41,25.93,-8.29
1653402217175,65.53,26.09,-8.22
1653402217181,65.65,26.26,-8.12
1653402217191,65.77,26.43,-7.98
1653402217193,65.88,26.61,-7.81
1653402217202,65.98,26.78,-7.61
1653402217202,66.09,26.94,-7.38
1653402217208,66.2,27.09,-7.13
1653402217211,66.33,27.23,-6.89
1653402217216,66.48,27.35,-6.67
1653402217219,66.66,27.43,-6.49
1653402217226,66.88,27.5,-6.37
1653402217230,67.12,27.54,-6.31
1653402217233,67.39,27.55,-6.32
1653402217239,67.68,27.55,-6.4
1653402217245,68,27.54,-6.55
1653402217247,68.32,27.52,-6.75
1653402217252,68.65,27.52,-7.01
1653402217257,68.97,27.52,-7.3
1653402217261,69.28,27.54,-7.62
1653402217267,69.58,27.59,-7.94
1653402217272,69.87,27.66,-8.26
1653402217275,70.13,27.77,-8.56
1653402217280,70.38,27.9,-8.83
1653402217286,70.62,28.04,-9.07
1653402217290,70.85,28.21,-9.27
1653402217298,71.08,28.37,-9.43
1653402217303,71.3,28.53,-9.55
1653402217306,71.51,28.67,-9.64
1653402217310,71.72,28.78,-9.7
1653402217316,71.93,28.87,-9.73
1653402217320,72.14,28.92,-9.74
1653402217324,72.33,28.94,-9.74
1653402217329,72.52,28.92,-9.72
1653402217335,72.7,28.86,-9.7
1653402217341,72.86,28.78,-9.67
1653402217345,73.02,28.67,-9.64
1653402217349,73.17,28.53,-9.6
1653402217353,73.3,28.38,-9.56
1653402217357,73.42,28.21,-9.52
1653402217366,73.53,28.03,-9.47
1653402217369,73.63,27.84,-9.41
1653402217373,73.72,27.66,-9.33
1653402217385,73.8,27.47,-9.24
1653402217386,73.87,27.29,-9.13
1653402217389,73.94,27.12,-9
1653402217393,74,26.96,-8.85
1653402217401,74.06,26.81,-8.67
1653402217403,74.11,26.68,-8.47
1653402217410,74.17,26.56,-8.24
1653402217413,74.23,26.46,-7.99
1653402217421,74.3,26.38,-7.72
1653402217423,74.38,26.31,-7.44
1653402217425,74.47,26.26,-7.15
1653402217429,74.58,26.22,-6.87
1653402217437,74.7,26.2,-6.58
1653402217439,74.83,26.19,-6.3
1653402217444,74.98,26.2,-6.03
1653402217448,75.14,26.21,-5.78
1653402217454,75.32,26.23,-5.54
1653402217458,75.52,26.26,-5.33
1653402217464,75.73,26.3,-5.14
1653402217470,75.94,26.35,-4.97
1653402217472,76.17,26.4,-4.83
1653402217479,76.41,26.45,-4.71
1653402217485,76.66,26.51,-4.62
1653402217491,76.92,26.57,-4.56
1653402217495,77.18,26.63,-4.53
1653402217500,77.46,26.68,-4.52
1653402217504,77.74,26.74,-4.55
1653402217507,78.03,26.79,-4.6
1653402217513,78.33,26.84,-4.68
1653402217517,78.64,26.88,-4.79
1653402217520,78.95,26.93,-4.92
1653402217527,79.28,26.98,-5.07
1653402217533,79.61,27.02,-5.23
1653402217538,79.95,27.05,-5.42
1653402217541,80.29,27.08,-5.61
1653402217545,80.64,27.1,-5.8
1653402217551,80.99,27.11,-5.99
1653402217555,81.34,27.11,-6.16
1653402217559,81.69,27.11,-6.33
1653402217564,82.03,27.1,-6.47
1653402217569,82.35,27.1,-6.6
1653402217574,82.66,27.1,-6.71
1653402217585,82.95,27.1,-6.8
1653402217595,83.21,27.12,-6.88
1653402217596,83.45,27.15,-6.95
1653402217598,83.67,27.18,-7
1653402217600,83.86,27.23,-7.05
1653402217602,84.04,27.28,-7.09
1653402217609,84.2,27.33,-7.13
1653402217613,84.35,27.38,-7.16
1653402217617,84.49,27.41,-7.19
1653402217623,84.63,27.43,-7.21
1653402217632,84.86,27.4,-7.25
1653402217632,84.75,27.43,-7.23
1653402217635,84.96,27.35,-7.26
1653402217641,85.04,27.28,-7.26
1653402217649,85.11,27.18,-7.27
1653402217655,85.21,26.92,-7.29
1653402217655,85.17,27.06,-7.28
1653402217663,85.23,26.77,-7.3
1653402217664,85.24,26.6,-7.32
1653402217670,85.24,26.44,-7.32
1653402217675,85.23,26.28,-7.32
1653402217680,85.21,26.13,-7.29
1653402217685,85.2,26,-7.25
1653402217688,85.19,25.89,-7.19
1653402217694,85.18,25.8,-7.11
1653402217699,85.18,25.73,-7.03
1653402217705,85.18,25.68,-6.94
1653402217712,85.2,25.64,-6.86
1653402217716,85.23,25.61,-6.81
1653402217721,85.29,25.57,-6.82
1653402217726,85.35,25.51,-6.88
1653402217728,85.41,25.44,-7.01
1653402217734,85.47,25.33,-7.19
1653402217737,85.51,25.2,-7.42
1653402217743,85.52,25.04,-7.68
1653402217747,85.48,24.87,-7.95
1653402217752,85.41,24.68,-8.24
1653402217756,85.28,24.49,-8.53
1653402217761,85.1,24.31,-8.8
1653402217766,84.89,24.15,-9.04
1653402217771,84.63,24.02,-9.26
1653402217780,84.36,23.93,-9.44
1653402217781,84.06,23.88,-9.58
1653402217791,83.77,23.87,-9.67
1653402217791,83.48,23.89,-9.7
1653402217794,83.2,23.95,-9.69
1653402217801,82.96,24.04,-9.62
1653402217806,82.76,24.16,-9.51
1653402217810,82.61,24.29,-9.37
1653402217814,82.51,24.45,-9.19
1653402217819,82.46,24.62,-9.01
1653402217824,82.47,24.81,-8.84
1653402217830,82.53,25.01,-8.69
1653402217843,82.63,25.21,-8.58
1653402217844,82.77,25.41,-8.52
1653402217845,82.95,25.59,-8.52
1653402217861,83.14,25.75,-8.58
1653402217869,83.35,25.89,-8.69
1653402217874,83.58,26.01,-8.86
1653402217876,83.81,26.11,-9.08
1653402217882,84.04,26.2,-9.34
1653402217882,84.27,26.27,-9.63
1653402217884,84.49,26.34,-9.94
1653402217886,84.69,26.41,-10.25
1653402217890,84.87,26.49,-10.55
1653402217892,85.02,26.58,-10.82
1653402217895,85.13,26.68,-11.05
1653402217911,85.21,26.81,-11.22
1653402217912,85.25,26.96,-11.34
1653402217916,85.27,27.31,-11.4
1653402217916,85.25,27.13,-11.39
1653402217921,85.2,27.5,-11.32
1653402217926,85.13,27.69,-11.2
1653402217929,85.04,27.88,-11.02
1653402217937,84.93,28.06,-10.79
1653402217940,84.8,28.21,-10.51
1653402217943,84.67,28.35,-10.19
1653402217948,84.52,28.46,-9.84
1653402217952,84.38,28.54,-9.47
1653402217957,84.23,28.6,-9.08
1653402217964,84.09,28.63,-8.68
1653402217968,83.96,28.63,-8.3
1653402217974,83.84,28.61,-7.92
1653402217979,83.73,28.57,-7.58
1653402217985,83.64,28.5,-7.26
1653402217987,83.57,28.41,-6.99
1653402217993,83.51,28.31,-6.78
1653402217996,83.46,28.2,-6.61
1653402218001,83.42,28.08,-6.5
1653402218009,83.39,27.97,-6.45
1653402218012,83.36,27.86,-6.44
1653402218022,83.33,27.77,-6.48
1653402218024,83.3,27.69,-6.57
1653402218026,83.27,27.63,-6.68
1653402218032,83.25,27.59,-6.83
1653402218037,83.21,27.56,-7
1653402218042,83.18,27.55,-7.18
1653402218044,83.15,27.55,-7.37
1653402218050,83.11,27.55,-7.56
1653402218055,83.07,27.56,-7.76
1653402218058,83.03,27.57,-7.94
1653402218063,82.99,27.57,-8.12
1653402218068,82.94,27.58,-8.28
1653402218073,82.89,27.58,-8.43
1653402218077,82.84,27.59,-8.56
1653402218082,82.79,27.59,-8.67
1653402218086,82.73,27.6,-8.74
1653402218093,82.67,27.61,-8.79
1653402218097,82.6,27.63,-8.8
1653402218103,82.53,27.65,-8.78
1653402218109,82.46,27.68,-8.72
1653402218112,82.38,27.71,-8.63
1653402218117,82.3,27.74,-8.5
1653402218121,82.22,27.77,-8.36
1653402218127,82.15,27.79,-8.2
1653402218136,82.07,27.81,-8.03
1653402218139,81.99,27.83,-7.85
1653402218141,81.91,27.84,-7.68
1653402218145,81.83,27.86,-7.51
1653402218151,81.74,27.87,-7.35
1653402218160,81.65,27.87,-7.19
1653402218162,81.55,27.88,-7.04
1653402218166,81.45,27.88,-6.9
1653402218171,81.33,27.89,-6.74
1653402218178,81.19,27.9,-6.56
1653402218188,81.05,27.91,-6.35
1653402218188,80.89,27.92,-6.12
1653402218196,80.73,27.92,-5.86
1653402218199,80.56,27.92,-5.58
1653402218201,80.4,27.91,-5.29
1653402218210,80.25,27.88,-5.01
1653402218211,80.13,27.84,-4.75
1653402218215,80.02,27.77,-4.53
1653402218218,79.95,27.67,-4.36
1653402218228,79.89,27.54,-4.24
1653402218229,79.86,27.39,-4.18
1653402218234,79.84,27.22,-4.15
1653402218237,79.82,27.03,-4.17
1653402218242,79.81,26.84,-4.21
1653402218246,79.8,26.65,-4.28
1653402218251,79.79,26.46,-4.36
1653402218258,79.77,26.3,-4.47
1653402218262,79.74,26.17,-4.59
1653402218267,79.71,26.07,-4.72
1653402218271,79.68,26.02,-4.87
1653402218276,79.64,26.02,-5.02
1653402218280,79.6,26.06,-5.17
1653402218286,79.57,26.15,-5.32
1653402218292,79.55,26.28,-5.46
1653402218297,79.54,26.44,-5.58
1653402218303,79.54,26.61,-5.7
1653402218306,79.56,26.8,-5.8
1653402218310,79.6,26.98,-5.88
1653402218314,79.65,27.15,-5.96
1653402218320,79.71,27.31,-6.03
1653402218326,79.77,27.43,-6.11
1653402218329,79.82,27.52,-6.18
1653402218333,79.86,27.58,-6.25
1653402218338,79.89,27.6,-6.31
1653402218343,79.9,27.58,-6.37
1653402218354,79.88,27.52,-6.42
1653402218362,79.85,27.42,-6.46
1653402218365,79.8,27.14,-6.48
1653402218365,79.72,27.3,-6.48
1653402218369,79.62,26.97,-6.46
1653402218374,79.5,26.77,-6.41
1653402218377,79.36,26.57,-6.33
1653402218380,79.2,26.36,-6.22
1653402218387,79.04,26.15,-6.08
1653402218393,78.86,25.94,-5.91
1653402218397,78.69,25.74,-5.71
1653402218402,78.51,25.54,-5.48
1653402218409,78.33,25.36,-5.23
1653402218411,78.16,25.18,-4.97
1653402218415,78,25.01,-4.69
1653402218419,77.85,24.85,-4.4
1653402218424,77.72,24.7,-4.12
1653402218429,77.6,24.56,-3.84
1653402218433,77.5,24.42,-3.57
1653402218438,77.42,24.3,-3.31
1653402218444,77.35,24.2,-3.08
1653402218457,77.31,24.11,-2.87
1653402218460,77.28,24.03,-2.68
1653402218462,77.27,23.98,-2.53
1653402218469,77.27,23.94,-2.4
1653402218472,77.29,23.94,-2.31
1653402218475,77.32,23.95,-2.23
1653402218479,77.35,24,-2.18
1653402218484,77.4,24.06,-2.16
1653402218489,77.45,24.13,-2.15
1653402218492,77.5,24.21,-2.16
1653402218496,77.55,24.29,-2.17
1653402218501,77.6,24.37,-2.2
1653402218505,77.65,24.44,-2.22
1653402218510,77.69,24.5,-2.25
1653402218516,77.73,24.53,-2.27
1653402218524,77.76,24.53,-2.28
1653402218530,77.78,24.49,-2.3
1653402218532,77.8,24.42,-2.32
