time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined]
1653402225634,74.42,24.31,-6.68
1653402225636,74.26,24.07,-6.76
1653402225637,74.07,23.81,-6.79
1653402225638,73.86,23.53,-6.76
1653402225641,73.62,23.26,-6.67
1653402225646,73.36,22.99,-6.51
1653402225650,73.09,22.75,-6.3
1653402225655,72.82,22.55,-6.05
1653402225660,72.55,22.37,-5.76
1653402225666,72.29,22.22,-5.45
1653402225676,72.06,22.03,-5.15
1653402225676,71.85,22.11,-4.85
1653402225684,71.68,21.97,-4.59
1653402225686,71.55,21.94,-4.37
1653402225689,71.46,21.93,-4.21
1653402225696,71.41,21.94,-4.11
1653402225700,71.38,21.96,-4.08
1653402225703,71.39,21.98,-4.11
1653402225708,71.43,22.01,-4.19
1653402225712,71.48,22.04,-4.33
1653402225717,71.55,22.06,-4.49
1653402225722,71.63,22.08,-4.69
1653402225728,71.72,22.1,-4.9
1653402225734,71.82,22.11,-5.12
1653402225738,71.91,22.12,-5.34
1653402225745,72,22.12,-5.55
1653402225748,72.07,22.11,-5.74
1653402225754,72.14,22.1,-5.9
1653402225758,72.18,22.09,-6.03
1653402225762,72.22,22.08,-6.12
1653402225770,72.23,22.06,-6.18
1653402225771,72.23,22.04,-6.19
1653402225775,72.21,22.02,-6.17
1653402225779,72.18,21.99,-6.11
1653402225785,72.14,21.97,-6.02
1653402225789,72.09,21.94,-5.9
1653402225797,72.04,21.92,-5.77
1653402225801,71.98,21.9,-5.63
1653402225806,71.91,21.87,-5.48
1653402225810,71.84,21.85,-5.34
1653402225817,71.77,21.83,-5.19
1653402225821,71.69,21.81,-5.05
1653402225824,71.61,21.78,-4.92
1653402225829,71.53,21.75,-4.79
1653402225834,71.46,21.72,-4.66
1653402225838,71.39,21.69,-4.55
1653402225844,71.34,21.64,-4.44
1653402225849,71.3,21.59,-4.36
1653402225856,71.26,21.52,-4.29
1653402225860,71.23,21.45,-4.23
1653402225865,71.2,21.37,-4.19
1653402225872,71.16,21.28,-4.16
1653402225875,71.12,21.2,-4.13
1653402225880,71.07,21.11,-4.1
1653402225882,71.02,21.02,-4.07
1653402225887,70.95,20.94,-4.03
1653402225891,70.89,20.87,-4
1653402225896,70.81,20.81,-3.95
1653402225902,70.73,20.76,-3.91
1653402225909,70.65,20.72,-3.88
1653402225915,70.58,20.7,-3.85
1653402225916,70.51,20.68,-3.84
1653402225928,70.44,20.68,-3.83
1653402225929,70.37,20.68,-3.83
1653402225931,70.31,20.69,-3.83
1653402225943,70.25,20.7,-3.83
1653402225944,70.2,20.71,-3.83
1653402225950,70.15,20.72,-3.81
1653402225953,70.1,20.74,-3.78
1653402225957,70.04,20.75,-3.74
1653402225961,69.99,20.77,-3.67
1653402225964,69.94,20.81,-3.58
1653402225970,69.89,20.85,-3.48
1653402225973,69.83,20.9,-3.35
1653402225979,69.78,20.97,-3.22
1653402225982,69.73,21.05,-3.06
1653402225987,69.69,21.14,-2.9
1653402225991,69.65,21.24,-2.73
1653402225997,69.62,21.34,-2.56
1653402226001,69.61,21.45,-2.38
1653402226006,69.6,21.56,-2.21
1653402226010,69.61,21.67,-2.05
1653402226015,69.62,21.78,-1.89
1653402226021,69.64,21.89,-1.73
1653402226026,69.67,21.99,-1.57
1653402226031,69.69,22.09,-1.42
1653402226038,69.72,22.19,-1.27
1653402226040,69.74,22.29,-1.13
1653402226045,69.77,22.38,-0.99
1653402226049,69.78,22.48,-0.84
1653402226055,69.79,22.56,-0.69
1653402226060,69.79,22.65,-0.5
1653402226065,69.78,22.73,-0.27
1653402226071,69.76,22.81,0.01
1653402226074,69.74,22.89,0.34
1653402226078,69.73,22.98,0.71
1653402226084,69.73,23.06,1.08
1653402226090,69.74,23.14,1.45
1653402226093,69.76,23.22,1.81
1653402226098,69.79,23.29,2.12
1653402226104,69.83,23.34,2.38
1653402226111,69.89,23.39,2.57
1653402226115,69.97,23.41,2.69
1653402226120,70.06,23.42,2.74
1653402226123,70.16,23.42,2.73
1653402226129,70.26,23.4,2.67
1653402226131,70.38,23.4,2.58
1653402226139,70.49,23.4,2.47
1653402226144,70.62,23.42,2.35
1653402226146,70.75,23.45,2.21
1653402226150,70.89,23.5,2.08
1653402226157,71.02,23.58,1.96
1653402226161,71.14,23.67,1.87
1653402226169,71.25,23.78,1.79
1653402226171,71.35,23.9,1.75
1653402226177,71.44,24.02,1.73
1653402226180,71.52,24.14,1.73
1653402226185,71.59,24.25,1.76
1653402226188,71.66,24.34,1.78
1653402226194,71.72,24.41,1.8
1653402226198,71.78,24.46,1.79
1653402226210,71.84,24.48,1.77
1653402226210,71.9,24.46,1.7
1653402226214,71.96,24.41,1.6
1653402226222,72.02,24.34,1.47
1653402226225,72.08,24.24,1.29
1653402226229,72.14,24.13,1.09
1653402226238,72.2,24,0.87
1653402226244,72.29,23.73,0.4
1653402226244,72.25,23.87,0.64
1653402226247,72.32,23.59,0.16
1653402226252,72.34,23.47,-0.06
1653402226255,72.35,23.34,-0.26
1653402226261,72.36,23.23,-0.43
1653402226265,72.36,23.13,-0.57
1653402226270,72.35,23.03,-0.67
1653402226275,72.35,22.95,-0.73
1653402226281,72.35,22.89,-0.75
1653402226287,72.35,22.84,-0.73
1653402226293,72.36,22.8,-0.67
1653402226296,72.37,22.79,-0.59
1653402226303,72.4,22.79,-0.47
1653402226310,72.48,22.85,-0.33
1653402226310,72.43,22.81,-0.17
1653402226314,72.53,22.9,0.01
1653402226319,72.58,22.98,0.2
1653402226324,72.64,23.06,0.39
1653402226329,72.71,23.16,0.59
1653402226333,72.78,23.26,0.77
1653402226338,72.86,23.36,0.94
1653402226342,72.94,23.46,1.1
1653402226347,73.01,23.56,1.24
1653402226354,73.09,23.65,1.37
1653402226360,73.17,23.74,1.47
1653402226363,73.25,23.81,1.55
1653402226370,73.33,23.87,1.6
1653402226375,73.4,23.91,1.64
1653402226377,73.47,23.95,1.65
1653402226382,73.54,23.98,1.64
1653402226389,73.61,24,1.6
1653402226395,73.67,24.02,1.53
1653402226397,73.73,24.05,1.44
1653402226401,73.79,24.08,1.32
1653402226407,73.84,24.13,1.19
1653402226416,73.88,24.19,1.05
1653402226418,73.9,24.27,0.91
1653402226419,73.9,24.36,0.78
1653402226426,73.88,24.46,0.67
1653402226430,73.84,24.57,0.59
1653402226441,73.79,24.67,0.54
1653402226444,73.74,24.77,0.51
1653402226447,73.67,24.86,0.51
1653402226448,73.6,24.93,0.54
1653402226454,73.53,24.99,0.59
1653402226459,73.46,25.03,0.66
1653402226463,73.38,25.06,0.75
1653402226467,73.31,25.07,0.84
1653402226472,73.25,25.07,0.94
1653402226477,73.18,25.06,1.04
1653402226483,73.11,25.05,1.13
1653402226488,73.05,25.02,1.2
1653402226493,72.99,24.99,1.24
1653402226496,72.93,24.97,1.26
1653402226501,72.88,24.95,1.25
1653402226505,72.83,24.94,1.21
1653402226511,72.79,24.94,1.14
1653402226516,72.74,24.95,1.06
1653402226522,72.71,24.98,0.95
1653402226525,72.67,25.02,0.83
1653402226531,72.64,25.07,0.71
1653402226536,72.61,25.13,0.58
1653402226541,72.59,25.19,0.47
1653402226550,72.58,25.26,0.37
1653402226551,72.58,25.34,0.31
1653402226558,72.58,25.42,0.29
1653402226559,72.59,25.51,0.32
1653402226564,72.61,25.59,0.37
1653402226582,72.64,25.68,0.44
1653402226582,72.68,25.74,0.51
1653402226583,72.73,25.79,0.56
1653402226586,72.78,25.8,0.58
1653402226588,72.84,25.77,0.53
1653402226594,72.89,25.69,0.43
1653402226597,72.93,25.55,0.27
1653402226603,72.93,25.36,0.09
1653402226607,72.89,25.11,-0.08
1653402226613,72.81,24.82,-0.22
1653402226617,72.68,24.5,-0.29
1653402226622,72.5,24.15,-0.29
1653402226639,72.01,23.46,-0.02
1653402226639,72.27,23.8,-0.2
1653402226639,71.72,23.13,0.24
1653402226640,71.42,22.84,0.57
1653402226646,71.1,22.58,0.96
1653402226650,70.8,22.36,1.39
1653402226655,70.52,22.17,1.83
1653402226660,70.26,22.03,2.26
1653402226666,70.04,21.92,2.67
1653402226673,69.87,21.86,3.03
1653402226675,69.73,21.83,3.33
1653402226679,69.64,21.83,3.55
1653402226685,69.6,21.87,3.7
1653402226689,69.6,21.94,3.76
1653402226695,69.63,22.04,3.74
1653402226698,69.69,22.15,3.63
1653402226704,69.77,22.27,3.45
1653402226710,69.87,22.4,3.2
1653402226715,69.97,22.54,2.91
1653402226720,70.08,22.66,2.57
1653402226726,70.19,22.78,2.2
1653402226728,70.3,22.87,1.82
1653402226736,70.39,22.95,1.44
1653402226746,70.48,23.01,1.07
1653402226747,70.54,23.05,0.74
1653402226750,70.58,23.07,0.45
1653402226752,70.59,23.07,0.2
1653402226761,70.58,23.06,0.02
1653402226767,70.48,22.98,-0.15
1653402226767,70.54,23.03,-0.09
1653402226771,70.4,22.93,-0.14
1653402226778,70.3,22.87,-0.08
1653402226780,70.19,22.79,0.02
1653402226785,70.06,22.71,0.16
1653402226790,69.93,22.62,0.32
1653402226797,69.79,22.53,0.5
1653402226799,69.65,22.44,0.68
1653402226806,69.52,22.36,0.86
1653402226809,69.39,22.28,1.04
1653402226814,69.26,22.21,1.21
1653402226818,69.14,22.16,1.36
1653402226824,69.03,22.11,1.5
1653402226829,68.92,22.07,1.61
1653402226833,68.82,22.03,1.69
1653402226838,68.72,22.01,1.73
1653402226846,68.62,21.99,1.74
1653402226848,68.53,21.97,1.73
1653402226856,68.44,21.96,1.68
1653402226859,68.35,21.95,1.6
1653402226862,68.26,21.93,1.5
1653402226868,68.16,21.91,1.38
1653402226873,68.07,21.89,1.25
1653402226879,67.98,21.87,1.12
1653402226890,67.8,21.86,0.86
1653402226890,67.89,21.85,0.99
1653402226893,67.72,21.84,0.74
1653402226898,67.64,21.83,0.64
1653402226901,67.56,21.82,0.55
1653402226906,67.5,21.81,0.47
1653402226910,67.44,21.79,0.4
1653402226914,67.38,21.76,0.35
1653402226919,67.33,21.73,0.31
1653402226926,67.29,21.69,0.28
1653402226930,67.25,21.64,0.27
1653402226936,67.21,21.58,0.27
1653402226940,67.17,21.52,0.29
1653402226943,67.13,21.44,0.33
1653402226948,67.08,21.37,0.38
1653402226953,67.02,21.29,0.46
1653402226957,66.95,21.22,0.55
1653402226963,66.87,21.15,0.67
1653402226968,66.79,21.08,0.81
1653402226973,66.7,21.02,0.96
1653402226979,66.61,20.96,1.12
1653402226982,66.52,20.91,1.27
1653402226989,66.45,20.86,1.41
1653402226992,66.38,20.81,1.53
1653402226997,66.34,20.76,1.63
1653402227002,66.32,20.72,1.71
1653402227014,66.32,20.66,1.77
1653402227014,66.34,20.69,1.75
1653402227021,66.38,20.63,1.75
1653402227024,66.44,20.62,1.71
1653402227028,66.52,20.62,1.65
1653402227032,66.62,20.63,1.57
1653402227035,66.72,20.64,1.49
1653402227044,66.83,20.67,1.42
1653402227048,66.94,20.71,1.37
1653402227049,67.06,20.75,1.35
1653402227054,67.17,20.81,1.36
1653402227058,67.29,20.87,1.39
1653402227064,67.41,20.93,1.44
1653402227069,67.53,20.99,1.48
1653402227073,67.66,21.03,1.48
1653402227079,67.8,21.05,1.41
1653402227084,67.95,21.03,1.27
1653402227090,68.1,20.96,1.03
1653402227095,68.25,20.84,0.73
1653402227098,68.41,20.67,0.37
1653402227104,68.57,20.47,-0.02
1653402227108,68.73,20.26,-0.44
1653402227111,68.89,20.04,-0.84
1653402227117,69.05,19.84,-1.22
1653402227120,69.19,19.69,-1.55
1653402227126,69.31,19.59,-1.81
1653402227130,69.42,19.57,-2
1653402227137,69.5,19.63,-2.1
1653402227141,69.57,19.77,-2.13
1653402227146,69.62,19.97,-2.09
1653402227150,69.66,20.24,-1.99
1653402227156,69.72,20.55,-1.85
1653402227161,69.78,20.88,-1.68
1653402227169,69.95,21.58,-1.35
1653402227169,69.86,21.23,-1.51
1653402227175,70.06,21.91,-1.22
1653402227180,70.18,22.22,-1.12
1653402227185,70.32,22.5,-1.07
1653402227190,70.46,22.74,-1.06
1653402227193,70.6,22.95,-1.11
1653402227198,70.73,23.11,-1.21
1653402227207,70.86,23.23,-1.37
1653402227208,70.98,23.31,-1.57
1653402227215,71.09,23.35,-1.8
1653402227218,71.18,23.36,-2.05
1653402227223,71.25,23.33,-2.29
1653402227229,71.3,23.28,-2.53
1653402227236,71.34,23.2,-2.75
1653402227238,71.36,23.1,-2.93
1653402227242,71.36,23,-3.06
1653402227245,71.34,22.89,-3.15
1653402227249,71.3,22.78,-3.17
1653402227256,71.25,22.67,-3.14
1653402227262,71.19,22.57,-3.05
1653402227265,71.13,22.49,-2.91
1653402227271,71.07,22.42,-2.72
1653402227287,71.02,22.36,-2.49
1653402227288,70.97,22.32,-2.24
1653402227289,70.93,22.3,-1.97
1653402227292,70.91,22.29,-1.7
1653402227304,70.89,22.3,-1.44
1653402227306,70.88,22.32,-1.19
1653402227307,70.88,22.35,-0.97
1653402227309,70.9,22.39,-0.77
1653402227317,70.93,22.44,-0.6
1653402227323,70.97,22.5,-0.46
1653402227325,71.02,22.56,-0.36
1653402227328,71.09,22.63,-0.29
1653402227332,71.17,22.7,-0.26
1653402227337,71.27,22.77,-0.25
1653402227344,71.37,22.85,-0.28
1653402227351,71.49,22.93,-0.32
1653402227353,71.6,23.02,-0.38
1653402227358,71.72,23.11,-0.45
1653402227361,71.85,23.19,-0.53
1653402227368,71.97,23.28,-0.62
1653402227373,72.09,23.36,-0.72
1653402227377,72.22,23.45,-0.81
1653402227385,72.34,23.52,-0.91
1653402227390,72.47,23.6,-1
1653402227397,72.6,23.68,-1.07
1653402227399,72.72,23.75,-1.14
1653402227409,72.85,23.83,-1.19
1653402227411,73.11,24,-1.28
1653402227411,72.98,23.91,-1.24
1653402227414,73.24,24.08,-1.32
1653402227420,73.37,24.17,-1.37
1653402227424,73.5,24.25,-1.43
1653402227428,73.62,24.32,-1.5
1653402227437,73.75,24.38,-1.58
1653402227441,73.87,24.42,-1.67
1653402227443,73.99,24.44,-1.77
1653402227448,74.11,24.45,-1.87
1653402227453,74.22,24.43,-1.98
1653402227457,74.32,24.39,-2.08
1653402227463,74.41,24.34,-2.18
1653402227467,74.49,24.27,-2.27
1653402227473,74.56,24.19,-2.35
1653402227478,74.61,24.11,-2.43
1653402227481,74.65,24.02,-2.49
1653402227486,74.68,23.92,-2.55
1653402227491,74.7,23.84,-2.61
1653402227498,74.72,23.76,-2.65
1653402227501,74.73,23.69,-2.7
1653402227506,74.74,23.63,-2.74
1653402227510,74.74,23.6,-2.78
1653402227516,74.75,23.59,-2.81
1653402227523,74.75,23.6,-2.83
1653402227530,74.76,23.63,-2.86
1653402227532,74.76,23.67,-2.89
1653402227536,74.76,23.73,-2.93
1653402227552,74.77,23.78,-2.98
1653402227553,74.76,23.84,-3.03
1653402227555,74.76,23.89,-3.07
1653402227557,74.74,23.93,-3.11
1653402227562,74.73,23.97,-3.14
1653402227567,74.72,23.98,-3.17
1653402227570,74.72,23.98,-3.21
1653402227575,74.71,23.95,-3.26
1653402227587,74.71,23.9,-3.34
1653402227592,74.71,23.81,-3.46
1653402227596,74.69,23.69,-3.61
1653402227598,74.66,23.54,-3.79
1653402227603,74.61,23.12,-3.98
1653402227603,74.54,23.35,-4.18
1653402227608,74.43,22.86,-4.35
1653402227610,74.29,22.59,-4.48
1653402227616,74.12,22.31,-4.55
1653402227620,73.91,22.03,-4.55
1653402227626,73.67,21.77,-4.46
1653402227630,73.41,21.53,-4.29
1653402227636,73.14,21.32,-4.06
1653402227643,72.86,21.13,-3.79
1653402227646,72.59,20.98,-3.49
1653402227653,72.34,20.86,-3.19
1653402227656,72.1,20.77,-2.89
1653402227661,71.9,20.71,-2.63
1653402227667,71.74,20.68,-2.41
1653402227669,71.61,20.67,-2.25
1653402227675,71.52,20.68,-2.16
1653402227680,71.47,20.71,-2.14
1653402227685,71.44,20.76,-2.19
1653402227688,71.45,20.83,-2.29
1653402227693,71.47,20.91,-2.44
1653402227698,71.52,21.01,-2.64
1653402227705,71.58,21.11,-2.86
1653402227709,71.64,21.22,-3.1
1653402227714,71.71,21.33,-3.35
1653402227720,71.77,21.43,-3.6
1653402227723,71.83,21.52,-3.85
1653402227728,71.88,21.6,-4.09
1653402227732,71.91,21.65,-4.32
1653402227739,71.93,21.69,-4.51
1653402227741,71.94,21.7,-4.68
1653402227748,71.92,21.69,-4.82
1653402227751,71.89,21.66,-4.93
1653402227756,71.84,21.59,-5
1653402227761,71.77,21.51,-5.02
1653402227771,71.68,21.41,-5.01
1653402227772,71.58,21.3,-4.96
1653402227776,71.48,21.18,-4.87
1653402227780,71.37,21.07,-4.76
1653402227786,71.25,20.96,-4.64
1653402227790,71.14,20.88,-4.5
1653402227794,71.02,20.81,-4.35
1653402227800,70.9,20.77,-4.2
1653402227804,70.78,20.75,-4.04
1653402227808,70.67,20.77,-3.89
1653402227816,70.55,20.81,-3.74
1653402227818,70.45,20.87,-3.59
1653402227825,70.35,20.96,-3.46
1653402227832,70.25,21.07,-3.34
1653402227834,70.17,21.18,-3.24
1653402227840,70.1,21.31,-3.15
1653402227850,70,21.45,-3.09
1653402227850,70.05,21.58,-3.04
1653402227852,69.95,21.71,-3.01
1653402227856,69.92,21.83,-3
1653402227860,69.88,21.95,-3
1653402227865,69.84,22.06,-3.02
1653402227871,69.81,22.17,-3.03
1653402227877,69.76,22.26,-3.06
1653402227880,69.72,22.33,-3.09
1653402227885,69.67,22.4,-3.12
1653402227890,69.61,22.45,-3.15
1653402227896,69.54,22.49,-3.17
1653402227900,69.47,22.51,-3.18
1653402227907,69.4,22.52,-3.19
1653402227910,69.32,22.51,-3.2
1653402227918,69.25,22.49,-3.21
1653402227920,69.18,22.46,-3.23
1653402227924,69.11,22.42,-3.24
1653402227933,69.04,22.38,-3.25
1653402227935,68.98,22.33,-3.26
1653402227938,68.92,22.29,-3.27
1653402227944,68.86,22.25,-3.27
1653402227949,68.8,22.22,-3.27
1653402227953,68.75,22.19,-3.27
1653402227957,68.71,22.17,-3.26
1653402227963,68.67,22.16,-3.24
1653402227966,68.64,22.16,-3.22
1653402227971,68.62,22.15,-3.19
1653402227976,68.59,22.16,-3.14
1653402227981,68.57,22.16,-3.08
1653402227986,68.55,22.16,-3
1653402227991,68.53,22.16,-2.91
1653402227997,68.52,22.15,-2.81
1653402228001,68.51,22.14,-2.71
1653402228008,68.51,22.13,-2.6
1653402228011,68.53,22.12,-2.49
1653402228017,68.55,22.11,-2.37
1653402228021,68.6,22.11,-2.25
1653402228025,68.65,22.12,-2.13
1653402228034,68.73,22.14,-2
1653402228036,68.82,22.18,-1.86
1653402228039,68.94,22.25,-1.71
1653402228044,69.06,22.34,-1.54
1653402228048,69.2,22.46,-1.34
1653402228053,69.35,22.6,-1.12
1653402228058,69.51,22.77,-0.88
1653402228066,69.68,22.96,-0.64
1653402228070,69.86,23.15,-0.42
1653402228073,70.05,23.33,-0.24
1653402228089,70.26,23.51,-0.1
1653402228090,70.48,23.68,-0.02
1653402228092,70.72,23.83,-0.01
1653402228099,70.97,23.94,-0.08
1653402228103,71.22,24.02,-0.2
1653402228106,71.46,24.08,-0.36
1653402228107,71.69,24.1,-0.54
1653402228113,71.9,24.1,-0.71
1653402228119,72.1,24.09,-0.87
1653402228124,72.29,24.07,-1.01
1653402228128,72.46,24.06,-1.12
1653402228130,72.61,24.05,-1.19
1653402228135,72.75,24.06,-1.23
1653402228140,72.88,24.09,-1.25
1653402228145,73,24.14,-1.23
1653402228149,73.1,24.21,-1.19
1653402228154,73.2,24.3,-1.14
1653402228159,73.3,24.4,-1.08
1653402228166,73.39,24.51,-1.02
1653402228170,73.49,24.61,-0.96
1653402228176,73.59,24.7,-0.92
1653402228179,73.69,24.78,-0.89
1653402228183,73.79,24.83,-0.89
1653402228189,73.9,24.85,-0.92
1653402228193,74,24.85,-1
1653402228197,74.08,24.81,-1.11
1653402228204,74.16,24.74,-1.26
1653402228208,74.21,24.63,-1.44
1653402228213,74.25,24.49,-1.66
1653402228217,74.27,24.33,-1.88
1653402228223,74.27,24.14,-2.11
1653402228227,74.26,23.93,-2.33
1653402228233,74.23,23.7,-2.52
1653402228236,74.18,23.47,-2.69
1653402228241,74.12,23.24,-2.81
1653402228246,74.05,23.02,-2.89
1653402228252,73.96,22.81,-2.92
1653402228260,73.86,22.62,-2.88
1653402228261,73.74,22.47,-2.78
1653402228268,73.62,22.34,-2.62
1653402228278,73.5,22.18,-2.15
1653402228278,73.39,22.24,-2.4
1653402228280,73.29,22.13,-1.87
1653402228284,73.2,22.11,-1.58
1653402228289,73.13,22.1,-1.29
1653402228293,73.08,22.11,-1
1653402228305,73.05,22.14,-0.74
1653402228312,73.04,22.17,-0.5
1653402228316,73.08,22.26,-0.11
1653402228316,73.05,22.21,-0.29
1653402228318,73.13,22.32,0.03
1653402228323,73.19,22.38,0.15
1653402228327,73.26,22.45,0.24
1653402228332,73.33,22.52,0.3
1653402228337,73.4,22.61,0.34
1653402228348,73.46,22.7,0.37
1653402228348,73.52,22.79,0.38
1653402228352,73.58,22.89,0.39
1653402228358,73.62,22.98,0.39
1653402228361,73.67,23.07,0.39
1653402228369,73.7,23.15,0.4
1653402228370,73.74,23.23,0.41
1653402228375,73.77,23.3,0.44
1653402228380,73.8,23.36,0.47
1653402228384,73.84,23.43,0.51
1653402228390,73.87,23.49,0.55
1653402228398,73.91,23.54,0.6
1653402228400,73.95,23.6,0.64
1653402228410,73.99,23.66,0.68
1653402228411,74.04,23.72,0.71
1653402228415,74.09,23.78,0.75
1653402228419,74.13,23.84,0.77
1653402228424,74.18,23.91,0.79
1653402228429,74.24,23.97,0.8
1653402228434,74.29,24.03,0.79
1653402228438,74.35,24.09,0.78
1653402228446,74.41,24.13,0.75
1653402228449,74.47,24.17,0.72
1653402228455,74.53,24.19,0.68
1653402228460,74.58,24.2,0.62
1653402228465,74.64,24.2,0.55
1653402228467,74.69,24.18,0.46
1653402228472,74.74,24.16,0.36
1653402228478,74.79,24.12,0.24
1653402228482,74.85,24.09,0.09
1653402228487,74.91,24.07,-0.07
1653402228491,74.97,24.05,-0.25
1653402228495,75.03,24.04,-0.44
1653402228500,75.1,24.05,-0.64
1653402228506,75.16,24.07,-0.84
1653402228509,75.22,24.12,-1.04
1653402228515,75.28,24.17,-1.23
1653402228521,75.32,24.25,-1.39
1653402228526,75.35,24.33,-1.52
1653402228529,75.37,24.41,-1.61
1653402228534,75.37,24.51,-1.64
1653402228539,75.36,24.6,-1.62
1653402228545,75.33,24.71,-1.54
1653402228550,75.29,24.81,-1.41
1653402228556,75.26,24.9,-1.24
1653402228559,75.22,24.99,-1.06
1653402228565,75.18,25.05,-0.89
1653402228568,75.15,25.09,-0.76
1653402228575,75.13,25.09,-0.68
1653402228578,75.12,25.06,-0.68
1653402228582,75.1,24.98,-0.76
1653402228587,75.06,24.86,-0.9
1653402228591,75.02,24.69,-1.08
1653402228597,74.94,24.49,-1.26
1653402228601,74.84,24.27,-1.43
1653402228606,74.71,24.05,-1.55
1653402228620,74.56,23.83,-1.62
1653402228624,74.37,23.63,-1.61
1653402228626,74.15,23.45,-1.53
1653402228631,73.92,23.3,-1.39
1653402228632,73.67,23.19,-1.19
1653402228638,73.41,23.1,-0.96
1653402228657,72.94,23,-0.45
1653402228657,73.17,23.04,-0.7
1653402228658,72.73,22.97,-0.21
1653402228659,72.56,22.97,-0.01
1653402228659,72.43,22.97,0.15
1653402228664,72.33,22.99,0.26
1653402228668,72.28,23.02,0.3
1653402228672,72.26,23.07,0.29
1653402228677,72.28,23.12,0.21
1653402228681,72.33,23.19,0.08
1653402228689,72.4,23.26,-0.1
1653402228692,72.49,23.35,-0.32
1653402228697,72.57,23.43,-0.57
1653402228704,72.66,23.51,-0.83
1653402228707,72.75,23.59,-1.1
1653402228712,72.82,23.65,-1.36
1653402228719,72.88,23.7,-1.6
1653402228727,72.92,23.74,-1.81
1653402228728,72.94,23.76,-1.98
1653402228730,72.93,23.76,-2.1
1653402228737,72.9,23.75,-2.16
1653402228740,72.84,23.73,-2.16
1653402228746,72.76,23.69,-2.11
1653402228750,72.67,23.65,-2.02
1653402228759,72.56,23.59,-1.88
1653402228763,72.45,23.53,-1.72
1653402228767,72.33,23.47,-1.54
1653402228770,72.21,23.4,-1.35
1653402228774,72.1,23.34,-1.16
1653402228780,72,23.28,-0.98
1653402228786,71.9,23.22,-0.81
1653402228789,71.82,23.18,-0.65
1653402228793,71.75,23.15,-0.52
1653402228798,71.69,23.13,-0.4
1653402228804,71.64,23.13,-0.3
1653402228808,71.58,23.13,-0.23
1653402228815,71.53,23.14,-0.16
1653402228825,71.48,23.16,-0.12
1653402228826,71.43,23.18,-0.09
1653402228831,71.37,23.21,-0.07
1653402228838,71.32,23.24,-0.06
1653402228843,71.26,23.28,-0.04
1653402228843,71.2,23.31,-0.05
1653402228847,71.15,23.35,-0.03
1653402228854,71.09,23.38,-0.03
1653402228860,70.98,23.41,-0.02
1653402228860,71.03,23.44,-0.03
1653402228866,70.93,23.46,-0.04
1653402228871,70.88,23.48,-0.07
1653402228881,70.82,23.48,-0.1
1653402228888,70.77,23.47,-0.14
1653402228888,70.7,23.45,-0.17
1653402228890,70.64,23.41,-0.19
1653402228896,70.57,23.34,-0.21
1653402228900,70.5,23.26,-0.22
1653402228905,70.42,23.15,-0.22
1653402228911,70.34,23.02,-0.2
1653402228913,70.27,22.89,-0.17
1653402228918,70.19,22.74,-0.14
1653402228922,70.12,22.61,-0.1
1653402228928,70.05,22.48,-0.05
1653402228933,69.99,22.37,0
1653402228937,69.93,22.29,0.06
1653402228943,69.87,22.23,0.12
1653402228947,69.83,22.21,0.19
